Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2021-09-09 19:05:51,VR2Tx-483868,A69-1601-63868
2021-09-09 19:06:04,VR2Tx-483868,A69-1601-63829
2021-09-09 19:06:28,VR2Tx-483868,A69-1602-65008
2021-09-09 19:16:04,VR2Tx-483868,A69-1601-63829
2021-09-09 19:16:42,VR2Tx-483868,A69-1601-63868
2021-09-09 19:21:45,VR2Tx-483868,A69-1601-63815
2021-09-09 19:27:02,VR2Tx-483868,A69-1601-63829
2021-09-09 19:27:20,VR2Tx-483868,A69-1601-63868
2021-09-09 19:31:20,VR2Tx-483868,A69-1601-63815
2021-09-09 19:37:35,VR2Tx-483868,A69-1601-63868
2021-09-09 19:37:54,VR2Tx-483868,A69-1601-63829
2021-09-09 19:41:27,VR2Tx-483868,A69-1601-63815
2021-09-09 19:47:01,VR2Tx-483868,A69-1601-63868
2021-09-09 19:48:36,VR2Tx-483868,A69-1601-63829
2021-09-09 19:50:38,VR2Tx-483868,A69-1601-63815
2021-09-09 19:56:52,VR2Tx-483868,A69-1601-63868
2021-09-09 19:58:58,VR2Tx-483868,A69-1601-63829
2021-09-09 19:59:58,VR2Tx-483868,A69-1601-63815
2021-09-09 20:07:29,VR2Tx-483868,A69-1601-63868
2021-09-09 20:08:40,VR2Tx-483868,A69-1601-63829
2021-09-09 20:09:33,VR2Tx-483868,A69-1601-63815
2021-09-09 20:17:42,VR2Tx-483868,A69-1601-63868
2021-09-09 20:19:02,VR2Tx-483868,A69-1601-63829
2021-09-09 20:27:05,VR2Tx-483868,A69-1601-63868
2021-09-09 20:28:41,VR2Tx-483868,A69-1601-63829
2021-09-09 20:28:51,VR2Tx-483868,A69-1601-63815
2021-09-09 20:36:49,VR2Tx-483868,A69-1601-63868
2021-09-09 20:38:11,VR2Tx-483868,A69-1601-63815
2021-09-09 20:38:57,VR2Tx-483868,A69-1601-63829
2021-09-09 20:47:13,VR2Tx-483868,A69-1601-63868
2021-09-09 20:47:47,VR2Tx-483868,A69-1601-63815
2021-09-09 20:48:27,VR2Tx-483868,A69-1601-63829
2021-09-09 20:57:00,VR2Tx-483868,A69-1601-63868
2021-09-09 20:57:56,VR2Tx-483868,A69-1601-63815
2021-09-09 20:58:23,VR2Tx-483868,A69-1601-63829
2021-09-09 21:07:12,VR2Tx-483868,A69-1601-63815
2021-09-09 21:07:31,VR2Tx-483868,A69-1601-63868
2021-09-09 21:09:13,VR2Tx-483868,A69-1601-63829
2021-09-09 21:12:14,VR2Tx-483868,A69-1601-63884
2021-09-09 21:16:40,VR2Tx-483868,A69-1601-63815
2021-09-09 21:17:29,VR2Tx-483868,A69-1601-63868
2021-09-09 21:19:50,VR2Tx-483868,A69-1601-63829
2021-09-09 21:22:00,VR2Tx-483868,A69-1601-63884
2021-09-09 21:26:32,VR2Tx-483868,A69-1601-63815
